"path","ratio","sub_h","method","parameter","estimate","truth"
313,800,0.08,"new_piecewise taylor","alpha",0.49188937429613,0.5
313,800,0.08,"new_piecewise taylor","gamma",1.77529855009922,1.5
313,800,0.08,"new_piecewise taylor","beta",1.4202555454951,1.4
313,800,0.08,"new_piecewise taylor","sigma[1]",0.332313228067118,0.3
313,800,0.08,"new_piecewise taylor","sigma[2]",0.484939207386383,0.5
314,800,0.08,"new_piecewise taylor","epsilon",0.0954810768370973,0.1
314,800,0.08,"new_piecewise taylor","alpha",0.481876037544005,0.5
314,800,0.08,"new_piecewise taylor","gamma",1.54473773385051,1.5
314,800,0.08,"new_piecewise taylor","beta",1.42709698961712,1.4
314,800,0.08,"new_piecewise taylor","sigma[1]",0.347071422750308,0.3
314,800,0.08,"new_piecewise taylor","sigma[2]",0.49454486222871,0.5
315,800,0.08,"new_piecewise taylor","epsilon",0.10128503533808,0.1
315,800,0.08,"new_piecewise taylor","alpha",0.487730371902723,0.5
315,800,0.08,"new_piecewise taylor","gamma",1.47916368975389,1.5
315,800,0.08,"new_piecewise taylor","beta",1.29488094553049,1.4
315,800,0.08,"new_piecewise taylor","sigma[1]",0.306196016659905,0.3
315,800,0.08,"new_piecewise taylor","sigma[2]",0.498072193817276,0.5
316,800,0.08,"new_piecewise taylor","epsilon",0.0946974047647625,0.1
316,800,0.08,"new_piecewise taylor","alpha",0.489315791611121,0.5
316,800,0.08,"new_piecewise taylor","gamma",1.63835232865364,1.5
316,800,0.08,"new_piecewise taylor","beta",1.34521469700017,1.4
316,800,0.08,"new_piecewise taylor","sigma[1]",0.34960480917232,0.3
316,800,0.08,"new_piecewise taylor","sigma[2]",0.509627639940075,0.5
317,800,0.08,"new_piecewise taylor","epsilon",0.105452181981637,0.1
317,800,0.08,"new_piecewise taylor","alpha",0.483027695299158,0.5
317,800,0.08,"new_piecewise taylor","gamma",1.50134134543371,1.5
317,800,0.08,"new_piecewise taylor","beta",1.32880753543342,1.4
317,800,0.08,"new_piecewise taylor","sigma[1]",0.350583783717742,0.3
317,800,0.08,"new_piecewise taylor","sigma[2]",0.46024349447386,0.5
318,800,0.08,"new_piecewise taylor","epsilon",0.100675039206642,0.1
318,800,0.08,"new_piecewise taylor","alpha",0.497448431480851,0.5
318,800,0.08,"new_piecewise taylor","gamma",1.09460076766986,1.5
318,800,0.08,"new_piecewise taylor","beta",1.1938341153766,1.4
318,800,0.08,"new_piecewise taylor","sigma[1]",0.335448088630539,0.3
318,800,0.08,"new_piecewise taylor","sigma[2]",0.473326102392452,0.5
319,800,0.08,"new_piecewise taylor","epsilon",0.109469322979473,0.1
319,800,0.08,"new_piecewise taylor","alpha",0.479960139525089,0.5
319,800,0.08,"new_piecewise taylor","gamma",1.45921521270321,1.5
319,800,0.08,"new_piecewise taylor","beta",1.2823324312239,1.4
319,800,0.08,"new_piecewise taylor","sigma[1]",0.361518497314713,0.3
319,800,0.08,"new_piecewise taylor","sigma[2]",0.47481921070246,0.5
320,800,0.08,"new_piecewise taylor","epsilon",0.104116583437584,0.1
320,800,0.08,"new_piecewise taylor","alpha",0.471363663060091,0.5
320,800,0.08,"new_piecewise taylor","gamma",1.69418946721043,1.5
320,800,0.08,"new_piecewise taylor","beta",1.40539072158505,1.4
320,800,0.08,"new_piecewise taylor","sigma[1]",0.336643596005803,0.3
320,800,0.08,"new_piecewise taylor","sigma[2]",0.514930321420514,0.5
321,800,0.08,"new_piecewise taylor","epsilon",0.105028889222006,0.1
321,800,0.08,"new_piecewise taylor","alpha",0.499319932140078,0.5
321,800,0.08,"new_piecewise taylor","gamma",1.37405769088364,1.5
321,800,0.08,"new_piecewise taylor","beta",1.07246799599222,1.4
321,800,0.08,"new_piecewise taylor","sigma[1]",0.326583286586108,0.3
321,800,0.08,"new_piecewise taylor","sigma[2]",0.526773534720048,0.5
322,800,0.08,"new_piecewise taylor","epsilon",0.105730356717657,0.1
322,800,0.08,"new_piecewise taylor","alpha",0.494188858958728,0.5
322,800,0.08,"new_piecewise taylor","gamma",1.18096113229829,1.5
322,800,0.08,"new_piecewise taylor","beta",1.11720925826557,1.4
322,800,0.08,"new_piecewise taylor","sigma[1]",0.333094931379211,0.3
322,800,0.08,"new_piecewise taylor","sigma[2]",0.502642474648108,0.5
323,800,0.08,"new_piecewise taylor","epsilon",0.0996939101136878,0.1
323,800,0.08,"new_piecewise taylor","alpha",0.503294230250894,0.5
323,800,0.08,"new_piecewise taylor","gamma",1.1942222457863,1.5
323,800,0.08,"new_piecewise taylor","beta",1.34051265435249,1.4
323,800,0.08,"new_piecewise taylor","sigma[1]",0.3299692039339,0.3
323,800,0.08,"new_piecewise taylor","sigma[2]",0.487016665295886,0.5
324,800,0.08,"new_piecewise taylor","epsilon",0.102884171366099,0.1
324,800,0.08,"new_piecewise taylor","alpha",0.489915203880043,0.5
324,800,0.08,"new_piecewise taylor","gamma",1.47487458662654,1.5
324,800,0.08,"new_piecewise taylor","beta",1.30079621480691,1.4
324,800,0.08,"new_piecewise taylor","sigma[1]",0.340286769382454,0.3
324,800,0.08,"new_piecewise taylor","sigma[2]",0.51771915146219,0.5
325,800,0.08,"new_piecewise taylor","epsilon",0.101155312091967,0.1
325,800,0.08,"new_piecewise taylor","alpha",0.495428081640572,0.5
325,800,0.08,"new_piecewise taylor","gamma",1.51776732622073,1.5
325,800,0.08,"new_piecewise taylor","beta",1.14743964155726,1.4
325,800,0.08,"new_piecewise taylor","sigma[1]",0.338379864381681,0.3
325,800,0.08,"new_piecewise taylor","sigma[2]",0.476133807678482,0.5
326,800,0.08,"new_piecewise taylor","epsilon",0.105561422104721,0.1
326,800,0.08,"new_piecewise taylor","alpha",0.48846835235977,0.5
326,800,0.08,"new_piecewise taylor","gamma",1.37329324293233,1.5
326,800,0.08,"new_piecewise taylor","beta",1.28197982926505,1.4
326,800,0.08,"new_piecewise taylor","sigma[1]",0.375310649615582,0.3
326,800,0.08,"new_piecewise taylor","sigma[2]",0.505655396664699,0.5
327,800,0.08,"new_piecewise taylor","epsilon",0.104370201295022,0.1
327,800,0.08,"new_piecewise taylor","alpha",0.473963007755809,0.5
327,800,0.08,"new_piecewise taylor","gamma",1.2882444913624,1.5
327,800,0.08,"new_piecewise taylor","beta",1.35222609126787,1.4
327,800,0.08,"new_piecewise taylor","sigma[1]",0.343176503743403,0.3
327,800,0.08,"new_piecewise taylor","sigma[2]",0.46382413748502,0.5
328,800,0.08,"new_piecewise taylor","epsilon",0.11615404771564,0.1
328,800,0.08,"new_piecewise taylor","alpha",0.497968270992785,0.5
328,800,0.08,"new_piecewise taylor","gamma",1.2136086967937,1.5
328,800,0.08,"new_piecewise taylor","beta",1.46299070664944,1.4
328,800,0.08,"new_piecewise taylor","sigma[1]",0.312037986909143,0.3
328,800,0.08,"new_piecewise taylor","sigma[2]",0.520034971175344,0.5
329,800,0.08,"new_piecewise taylor","epsilon",0.0944270271162467,0.1
329,800,0.08,"new_piecewise taylor","alpha",0.486812175128922,0.5
329,800,0.08,"new_piecewise taylor","gamma",1.29966887718034,1.5
329,800,0.08,"new_piecewise taylor","beta",1.3262985592066,1.4
329,800,0.08,"new_piecewise taylor","sigma[1]",0.35912866087861,0.3
329,800,0.08,"new_piecewise taylor","sigma[2]",0.502343638546321,0.5
330,800,0.08,"new_piecewise taylor","epsilon",0.0987119940758104,0.1
330,800,0.08,"new_piecewise taylor","alpha",0.486227691887147,0.5
330,800,0.08,"new_piecewise taylor","gamma",1.45990671905305,1.5
330,800,0.08,"new_piecewise taylor","beta",1.43612639146864,1.4
330,800,0.08,"new_piecewise taylor","sigma[1]",0.327639989883713,0.3
330,800,0.08,"new_piecewise taylor","sigma[2]",0.500562431700494,0.5
331,800,0.08,"new_piecewise taylor","epsilon",0.101412054218558,0.1
331,800,0.08,"new_piecewise taylor","alpha",0.491009375118862,0.5
331,800,0.08,"new_piecewise taylor","gamma",1.51261670460936,1.5
331,800,0.08,"new_piecewise taylor","beta",1.36608655820647,1.4
331,800,0.08,"new_piecewise taylor","sigma[1]",0.366377232892661,0.3
331,800,0.08,"new_piecewise taylor","sigma[2]",0.520885212766023,0.5
332,800,0.08,"new_piecewise taylor","epsilon",0.108921825049923,0.1
332,800,0.08,"new_piecewise taylor","alpha",0.475435750394655,0.5
332,800,0.08,"new_piecewise taylor","gamma",1.40788140393551,1.5
332,800,0.08,"new_piecewise taylor","beta",1.42872546284894,1.4
332,800,0.08,"new_piecewise taylor","sigma[1]",0.361277462308097,0.3
332,800,0.08,"new_piecewise taylor","sigma[2]",0.501962822184781,0.5
333,800,0.08,"new_piecewise taylor","epsilon",0.10280462101917,0.1
333,800,0.08,"new_piecewise taylor","alpha",0.493669532663051,0.5
333,800,0.08,"new_piecewise taylor","gamma",1.60561927626094,1.5
333,800,0.08,"new_piecewise taylor","beta",1.34895627716584,1.4
333,800,0.08,"new_piecewise taylor","sigma[1]",0.336213306348884,0.3
333,800,0.08,"new_piecewise taylor","sigma[2]",0.490217479459532,0.5
334,800,0.08,"new_piecewise taylor","epsilon",0.104878117530004,0.1
334,800,0.08,"new_piecewise taylor","alpha",0.496218608626932,0.5
334,800,0.08,"new_piecewise taylor","gamma",1.54035378796713,1.5
334,800,0.08,"new_piecewise taylor","beta",1.44385713486181,1.4
334,800,0.08,"new_piecewise taylor","sigma[1]",0.352056438625241,0.3
334,800,0.08,"new_piecewise taylor","sigma[2]",0.475305152174275,0.5
335,800,0.08,"new_piecewise taylor","epsilon",0.098392441863097,0.1
335,800,0.08,"new_piecewise taylor","alpha",0.499156565372349,0.5
335,800,0.08,"new_piecewise taylor","gamma",1.01001179270887,1.5
335,800,0.08,"new_piecewise taylor","beta",1.02828509369863,1.4
335,800,0.08,"new_piecewise taylor","sigma[1]",0.300498515644309,0.3
335,800,0.08,"new_piecewise taylor","sigma[2]",0.497176056824001,0.5
336,800,0.08,"new_piecewise taylor","epsilon",0.0993270577606426,0.1
336,800,0.08,"new_piecewise taylor","alpha",0.488249249952894,0.5
336,800,0.08,"new_piecewise taylor","gamma",1.0100055116284,1.5
336,800,0.08,"new_piecewise taylor","beta",0.716029273893415,1.4
336,800,0.08,"new_piecewise taylor","sigma[1]",0.318233610660585,0.3
336,800,0.08,"new_piecewise taylor","sigma[2]",0.495952362534814,0.5
337,800,0.08,"new_piecewise taylor","epsilon",0.102722400242751,0.1
337,800,0.08,"new_piecewise taylor","alpha",0.489920361037226,0.5
337,800,0.08,"new_piecewise taylor","gamma",1.01025629452336,1.5
337,800,0.08,"new_piecewise taylor","beta",1.25912387283124,1.4
337,800,0.08,"new_piecewise taylor","sigma[1]",0.355251998479525,0.3
337,800,0.08,"new_piecewise taylor","sigma[2]",0.544771450350433,0.5
338,800,0.08,"new_piecewise taylor","epsilon",0.103741187477075,0.1
338,800,0.08,"new_piecewise taylor","alpha",0.487238463464664,0.5
338,800,0.08,"new_piecewise taylor","gamma",1.12997811363622,1.5
338,800,0.08,"new_piecewise taylor","beta",1.0121540148782,1.4
338,800,0.08,"new_piecewise taylor","sigma[1]",0.349803422444784,0.3
338,800,0.08,"new_piecewise taylor","sigma[2]",0.487187242295722,0.5
339,800,0.08,"new_piecewise taylor","epsilon",0.105201232992996,0.1
339,800,0.08,"new_piecewise taylor","alpha",0.489665759360817,0.5
339,800,0.08,"new_piecewise taylor","gamma",1.6218677221475,1.5
339,800,0.08,"new_piecewise taylor","beta",1.39640514776402,1.4
339,800,0.08,"new_piecewise taylor","sigma[1]",0.312970607116837,0.3
339,800,0.08,"new_piecewise taylor","sigma[2]",0.51515241270837,0.5
340,800,0.08,"new_piecewise taylor","epsilon",0.104528947412334,0.1
340,800,0.08,"new_piecewise taylor","alpha",0.488349426026917,0.5
340,800,0.08,"new_piecewise taylor","gamma",1.01003126291188,1.5
340,800,0.08,"new_piecewise taylor","beta",0.747071844242814,1.4
340,800,0.08,"new_piecewise taylor","sigma[1]",0.320587457849976,0.3
340,800,0.08,"new_piecewise taylor","sigma[2]",0.465296001661333,0.5
341,800,0.08,"new_piecewise taylor","epsilon",0.0981980171842444,0.1
341,800,0.08,"new_piecewise taylor","alpha",0.496580036951704,0.5
341,800,0.08,"new_piecewise taylor","gamma",1.13078170305822,1.5
341,800,0.08,"new_piecewise taylor","beta",1.22863833172434,1.4
341,800,0.08,"new_piecewise taylor","sigma[1]",0.307162439622808,0.3
341,800,0.08,"new_piecewise taylor","sigma[2]",0.50372882458397,0.5
342,800,0.08,"new_piecewise taylor","epsilon",0.0998907676353523,0.1
342,800,0.08,"new_piecewise taylor","alpha",0.47787588092203,0.5
342,800,0.08,"new_piecewise taylor","gamma",1.48199091209098,1.5
342,800,0.08,"new_piecewise taylor","beta",1.53990672587605,1.4
342,800,0.08,"new_piecewise taylor","sigma[1]",0.342128380672366,0.3
342,800,0.08,"new_piecewise taylor","sigma[2]",0.447046738813129,0.5
343,800,0.08,"new_piecewise taylor","epsilon",0.104676518819794,0.1
343,800,0.08,"new_piecewise taylor","alpha",0.497776766607954,0.5
343,800,0.08,"new_piecewise taylor","gamma",1.12423011842374,1.5
343,800,0.08,"new_piecewise taylor","beta",1.31112581020096,1.4
343,800,0.08,"new_piecewise taylor","sigma[1]",0.347403586603249,0.3
343,800,0.08,"new_piecewise taylor","sigma[2]",0.527833211653894,0.5
344,800,0.08,"new_piecewise taylor","epsilon",0.10445322197383,0.1
344,800,0.08,"new_piecewise taylor","alpha",0.481686024223357,0.5
344,800,0.08,"new_piecewise taylor","gamma",1.48837613413133,1.5
344,800,0.08,"new_piecewise taylor","beta",1.24633070553393,1.4
344,800,0.08,"new_piecewise taylor","sigma[1]",0.319040719859388,0.3
344,800,0.08,"new_piecewise taylor","sigma[2]",0.480041793846302,0.5
345,800,0.08,"new_piecewise taylor","epsilon",0.0945695032126448,0.1
345,800,0.08,"new_piecewise taylor","alpha",0.505169905605833,0.5
345,800,0.08,"new_piecewise taylor","gamma",1.29177678485046,1.5
345,800,0.08,"new_piecewise taylor","beta",1.23630411007109,1.4
345,800,0.08,"new_piecewise taylor","sigma[1]",0.32437970088622,0.3
345,800,0.08,"new_piecewise taylor","sigma[2]",0.467700162160749,0.5
346,800,0.08,"new_piecewise taylor","epsilon",0.102740341878182,0.1
346,800,0.08,"new_piecewise taylor","alpha",0.491765445495607,0.5
346,800,0.08,"new_piecewise taylor","gamma",1.01000004012108,1.5
346,800,0.08,"new_piecewise taylor","beta",1.01665671771088,1.4
346,800,0.08,"new_piecewise taylor","sigma[1]",0.312719333088474,0.3
346,800,0.08,"new_piecewise taylor","sigma[2]",0.474875864193486,0.5
347,800,0.08,"new_piecewise taylor","epsilon",0.104904133728807,0.1
347,800,0.08,"new_piecewise taylor","alpha",0.483411056222,0.5
347,800,0.08,"new_piecewise taylor","gamma",1.53876767428113,1.5
347,800,0.08,"new_piecewise taylor","beta",1.19954887365297,1.4
347,800,0.08,"new_piecewise taylor","sigma[1]",0.337622558542244,0.3
347,800,0.08,"new_piecewise taylor","sigma[2]",0.512058322992215,0.5
348,800,0.08,"new_piecewise taylor","epsilon",0.102121045011972,0.1
348,800,0.08,"new_piecewise taylor","alpha",0.481856864080787,0.5
348,800,0.08,"new_piecewise taylor","gamma",1.01000316401972,1.5
348,800,0.08,"new_piecewise taylor","beta",0.96700187224687,1.4
348,800,0.08,"new_piecewise taylor","sigma[1]",0.330053424361731,0.3
348,800,0.08,"new_piecewise taylor","sigma[2]",0.494588519775394,0.5
349,800,0.08,"new_piecewise taylor","epsilon",0.0961443441741515,0.1
349,800,0.08,"new_piecewise taylor","alpha",0.493080003950748,0.5
349,800,0.08,"new_piecewise taylor","gamma",1.90871378629768,1.5
349,800,0.08,"new_piecewise taylor","beta",1.62519124941505,1.4
349,800,0.08,"new_piecewise taylor","sigma[1]",0.306235573118734,0.3
349,800,0.08,"new_piecewise taylor","sigma[2]",0.467354742352722,0.5
350,800,0.08,"new_piecewise taylor","epsilon",0.103790147087523,0.1
350,800,0.08,"new_piecewise taylor","alpha",0.491900233450522,0.5
350,800,0.08,"new_piecewise taylor","gamma",1.88798411539647,1.5
350,800,0.08,"new_piecewise taylor","beta",1.5538168932842,1.4
350,800,0.08,"new_piecewise taylor","sigma[1]",0.341630027584607,0.3
350,800,0.08,"new_piecewise taylor","sigma[2]",0.490588378545783,0.5
351,800,0.08,"new_piecewise taylor","epsilon",0.0983775439162053,0.1
351,800,0.08,"new_piecewise taylor","alpha",0.492657295827979,0.5
351,800,0.08,"new_piecewise taylor","gamma",1.37485866876929,1.5
351,800,0.08,"new_piecewise taylor","beta",1.33611667965935,1.4
351,800,0.08,"new_piecewise taylor","sigma[1]",0.319866998934973,0.3
351,800,0.08,"new_piecewise taylor","sigma[2]",0.50926320375755,0.5
352,800,0.08,"new_piecewise taylor","epsilon",0.101355064897162,0.1
352,800,0.08,"new_piecewise taylor","alpha",0.488815981763398,0.5
352,800,0.08,"new_piecewise taylor","gamma",1.67165941627476,1.5
352,800,0.08,"new_piecewise taylor","beta",1.56838017739584,1.4
352,800,0.08,"new_piecewise taylor","sigma[1]",0.337171459947576,0.3
352,800,0.08,"new_piecewise taylor","sigma[2]",0.491027942310615,0.5
353,800,0.08,"new_piecewise taylor","epsilon",0.10239851467781,0.1
353,800,0.08,"new_piecewise taylor","alpha",0.499335869099749,0.5
353,800,0.08,"new_piecewise taylor","gamma",1.32389843748971,1.5
353,800,0.08,"new_piecewise taylor","beta",1.28299004848901,1.4
353,800,0.08,"new_piecewise taylor","sigma[1]",0.294808109770847,0.3
353,800,0.08,"new_piecewise taylor","sigma[2]",0.51414696729166,0.5
354,800,0.08,"new_piecewise taylor","epsilon",0.120418669213813,0.1
354,800,0.08,"new_piecewise taylor","alpha",0.47187841229733,0.5
354,800,0.08,"new_piecewise taylor","gamma",1.01000027198482,1.5
354,800,0.08,"new_piecewise taylor","beta",0.653325330510467,1.4
354,800,0.08,"new_piecewise taylor","sigma[1]",0.39212348777724,0.3
354,800,0.08,"new_piecewise taylor","sigma[2]",0.534230033638195,0.5
355,800,0.08,"new_piecewise taylor","epsilon",0.101228522737082,0.1
355,800,0.08,"new_piecewise taylor","alpha",0.482849180761619,0.5
355,800,0.08,"new_piecewise taylor","gamma",1.56780009722257,1.5
355,800,0.08,"new_piecewise taylor","beta",1.5175183442471,1.4
355,800,0.08,"new_piecewise taylor","sigma[1]",0.327708790099915,0.3
355,800,0.08,"new_piecewise taylor","sigma[2]",0.512674652863294,0.5
356,800,0.08,"new_piecewise taylor","epsilon",0.109941679790773,0.1
356,800,0.08,"new_piecewise taylor","alpha",0.486355828470843,0.5
356,800,0.08,"new_piecewise taylor","gamma",1.66927752473133,1.5
356,800,0.08,"new_piecewise taylor","beta",1.46191364147937,1.4
356,800,0.08,"new_piecewise taylor","sigma[1]",0.311132869174628,0.3
356,800,0.08,"new_piecewise taylor","sigma[2]",0.514758919335023,0.5
357,800,0.08,"new_piecewise taylor","epsilon",0.0947338681121883,0.1
357,800,0.08,"new_piecewise taylor","alpha",0.495751383894061,0.5
357,800,0.08,"new_piecewise taylor","gamma",1.07513421385715,1.5
357,800,0.08,"new_piecewise taylor","beta",1.11758539414199,1.4
357,800,0.08,"new_piecewise taylor","sigma[1]",0.315866953131472,0.3
357,800,0.08,"new_piecewise taylor","sigma[2]",0.471142987422557,0.5
358,800,0.08,"new_piecewise taylor","epsilon",0.101957473663979,0.1
358,800,0.08,"new_piecewise taylor","alpha",0.49653481925854,0.5
358,800,0.08,"new_piecewise taylor","gamma",1.64294344305262,1.5
358,800,0.08,"new_piecewise taylor","beta",1.4497027146024,1.4
358,800,0.08,"new_piecewise taylor","sigma[1]",0.33492731368835,0.3
358,800,0.08,"new_piecewise taylor","sigma[2]",0.47911219970477,0.5
359,800,0.08,"new_piecewise taylor","epsilon",0.0969433797716121,0.1
359,800,0.08,"new_piecewise taylor","alpha",0.497373262694707,0.5
359,800,0.08,"new_piecewise taylor","gamma",1.60906759149019,1.5
359,800,0.08,"new_piecewise taylor","beta",1.33717093085808,1.4
359,800,0.08,"new_piecewise taylor","sigma[1]",0.351415344878037,0.3
359,800,0.08,"new_piecewise taylor","sigma[2]",0.45848991860625,0.5
360,800,0.08,"new_piecewise taylor","epsilon",0.102533134915607,0.1
360,800,0.08,"new_piecewise taylor","alpha",0.485206042174418,0.5
360,800,0.08,"new_piecewise taylor","gamma",1.36597549774245,1.5
360,800,0.08,"new_piecewise taylor","beta",1.19594697674914,1.4
360,800,0.08,"new_piecewise taylor","sigma[1]",0.354387618195627,0.3
360,800,0.08,"new_piecewise taylor","sigma[2]",0.51444774452905,0.5
361,800,0.08,"new_piecewise taylor","epsilon",0.108363008134649,0.1
361,800,0.08,"new_piecewise taylor","alpha",0.486878235150312,0.5
361,800,0.08,"new_piecewise taylor","gamma",1.01000170721623,1.5
361,800,0.08,"new_piecewise taylor","beta",1.18389705892118,1.4
361,800,0.08,"new_piecewise taylor","sigma[1]",0.31562880354392,0.3
361,800,0.08,"new_piecewise taylor","sigma[2]",0.531447421577649,0.5
362,800,0.08,"new_piecewise taylor","epsilon",0.0997281694989189,0.1
362,800,0.08,"new_piecewise taylor","alpha",0.487368860435253,0.5
362,800,0.08,"new_piecewise taylor","gamma",1.01000040133549,1.5
362,800,0.08,"new_piecewise taylor","beta",1.03800915337789,1.4
362,800,0.08,"new_piecewise taylor","sigma[1]",0.317709279720328,0.3
362,800,0.08,"new_piecewise taylor","sigma[2]",0.469896481535197,0.5
363,800,0.08,"new_piecewise taylor","epsilon",0.100009111171941,0.1
363,800,0.08,"new_piecewise taylor","alpha",0.481850856865572,0.5
363,800,0.08,"new_piecewise taylor","gamma",1.29619502841962,1.5
363,800,0.08,"new_piecewise taylor","beta",1.27899319880703,1.4
363,800,0.08,"new_piecewise taylor","sigma[1]",0.321055404006842,0.3
363,800,0.08,"new_piecewise taylor","sigma[2]",0.492675202250144,0.5
364,800,0.08,"new_piecewise taylor","epsilon",0.106310767076679,0.1
364,800,0.08,"new_piecewise taylor","alpha",0.479667423111303,0.5
364,800,0.08,"new_piecewise taylor","gamma",1.93608095653013,1.5
364,800,0.08,"new_piecewise taylor","beta",1.73072208451432,1.4
364,800,0.08,"new_piecewise taylor","sigma[1]",0.341589093655778,0.3
364,800,0.08,"new_piecewise taylor","sigma[2]",0.470371662698621,0.5
365,800,0.08,"new_piecewise taylor","epsilon",0.0969406104053613,0.1
365,800,0.08,"new_piecewise taylor","alpha",0.489128343795056,0.5
365,800,0.08,"new_piecewise taylor","gamma",1.14906917246077,1.5
365,800,0.08,"new_piecewise taylor","beta",0.887633457591693,1.4
365,800,0.08,"new_piecewise taylor","sigma[1]",0.308480337692532,0.3
365,800,0.08,"new_piecewise taylor","sigma[2]",0.484233628542822,0.5
366,800,0.08,"new_piecewise taylor","epsilon",0.100108052055681,0.1
366,800,0.08,"new_piecewise taylor","alpha",0.501215503284964,0.5
366,800,0.08,"new_piecewise taylor","gamma",1.01000955685657,1.5
366,800,0.08,"new_piecewise taylor","beta",0.918100653019025,1.4
366,800,0.08,"new_piecewise taylor","sigma[1]",0.319410821840324,0.3
366,800,0.08,"new_piecewise taylor","sigma[2]",0.513537497425114,0.5
367,800,0.08,"new_piecewise taylor","epsilon",0.099719353623833,0.1
367,800,0.08,"new_piecewise taylor","alpha",0.477146982239797,0.5
367,800,0.08,"new_piecewise taylor","gamma",1.06641932868785,1.5
367,800,0.08,"new_piecewise taylor","beta",1.23078879409213,1.4
367,800,0.08,"new_piecewise taylor","sigma[1]",0.323170590748068,0.3
367,800,0.08,"new_piecewise taylor","sigma[2]",0.502429523757301,0.5
368,800,0.08,"new_piecewise taylor","epsilon",0.104180456553466,0.1
368,800,0.08,"new_piecewise taylor","alpha",0.495661578813575,0.5
368,800,0.08,"new_piecewise taylor","gamma",1.472846697589,1.5
368,800,0.08,"new_piecewise taylor","beta",1.3034842200604,1.4
368,800,0.08,"new_piecewise taylor","sigma[1]",0.329378245620161,0.3
368,800,0.08,"new_piecewise taylor","sigma[2]",0.522436164211776,0.5
369,800,0.08,"new_piecewise taylor","epsilon",0.108430124904336,0.1
369,800,0.08,"new_piecewise taylor","alpha",0.481665469271443,0.5
369,800,0.08,"new_piecewise taylor","gamma",1.42929518004705,1.5
369,800,0.08,"new_piecewise taylor","beta",1.20395744540835,1.4
369,800,0.08,"new_piecewise taylor","sigma[1]",0.362746770383155,0.3
369,800,0.08,"new_piecewise taylor","sigma[2]",0.479214260749107,0.5
370,800,0.08,"new_piecewise taylor","epsilon",0.103985762611166,0.1
370,800,0.08,"new_piecewise taylor","alpha",0.495915471378681,0.5
370,800,0.08,"new_piecewise taylor","gamma",1.58483472163378,1.5
370,800,0.08,"new_piecewise taylor","beta",1.35229020991378,1.4
370,800,0.08,"new_piecewise taylor","sigma[1]",0.332331944448946,0.3
370,800,0.08,"new_piecewise taylor","sigma[2]",0.499696788063459,0.5
371,800,0.08,"new_piecewise taylor","epsilon",0.0971285568537828,0.1
371,800,0.08,"new_piecewise taylor","alpha",0.500349423253322,0.5
371,800,0.08,"new_piecewise taylor","gamma",1.59804412399178,1.5
371,800,0.08,"new_piecewise taylor","beta",1.40968786790359,1.4
371,800,0.08,"new_piecewise taylor","sigma[1]",0.324469694098033,0.3
371,800,0.08,"new_piecewise taylor","sigma[2]",0.480918270926487,0.5
372,800,0.08,"new_piecewise taylor","epsilon",0.0993118629069042,0.1
372,800,0.08,"new_piecewise taylor","alpha",0.482171757114919,0.5
372,800,0.08,"new_piecewise taylor","gamma",1.43409825944929,1.5
372,800,0.08,"new_piecewise taylor","beta",1.30760662273603,1.4
372,800,0.08,"new_piecewise taylor","sigma[1]",0.342019365855076,0.3
372,800,0.08,"new_piecewise taylor","sigma[2]",0.483433559276887,0.5
373,800,0.08,"new_piecewise taylor","epsilon",0.100437564924496,0.1
373,800,0.08,"new_piecewise taylor","alpha",0.487191679660303,0.5
373,800,0.08,"new_piecewise taylor","gamma",1.88901028564721,1.5
373,800,0.08,"new_piecewise taylor","beta",1.6221144951595,1.4
373,800,0.08,"new_piecewise taylor","sigma[1]",0.325640781035191,0.3
373,800,0.08,"new_piecewise taylor","sigma[2]",0.487088599929364,0.5
374,800,0.08,"new_piecewise taylor","epsilon",0.100767108064046,0.1
374,800,0.08,"new_piecewise taylor","alpha",0.489897942194442,0.5
374,800,0.08,"new_piecewise taylor","gamma",1.09238901170643,1.5
374,800,0.08,"new_piecewise taylor","beta",1.14149554021565,1.4
374,800,0.08,"new_piecewise taylor","sigma[1]",0.324714143011459,0.3
374,800,0.08,"new_piecewise taylor","sigma[2]",0.503504223658991,0.5
375,800,0.08,"new_piecewise taylor","epsilon",0.0979336055127742,0.1
375,800,0.08,"new_piecewise taylor","alpha",0.500252921380964,0.5
375,800,0.08,"new_piecewise taylor","gamma",1.23332409819225,1.5
375,800,0.08,"new_piecewise taylor","beta",1.16390569819327,1.4
375,800,0.08,"new_piecewise taylor","sigma[1]",0.327474727539636,0.3
375,800,0.08,"new_piecewise taylor","sigma[2]",0.533856378544031,0.5
376,800,0.08,"new_piecewise taylor","epsilon",0.0978109744254687,0.1
376,800,0.08,"new_piecewise taylor","alpha",0.482679983397082,0.5
376,800,0.08,"new_piecewise taylor","gamma",1.30168923497682,1.5
376,800,0.08,"new_piecewise taylor","beta",1.10870557051894,1.4
376,800,0.08,"new_piecewise taylor","sigma[1]",0.303282954638788,0.3
376,800,0.08,"new_piecewise taylor","sigma[2]",0.524626696156146,0.5
377,800,0.08,"new_piecewise taylor","epsilon",0.103452873949891,0.1
377,800,0.08,"new_piecewise taylor","alpha",0.49751430332475,0.5
377,800,0.08,"new_piecewise taylor","gamma",1.65220222761939,1.5
377,800,0.08,"new_piecewise taylor","beta",1.57492489406087,1.4
