"path","ratio","sub_h","method","parameter","estimate","truth"
769,600,0.06,"random","sigma",1.55121734388336,1.7
770,600,0.06,"random","epsilon",0.204993491861774,0.1
770,600,0.06,"random","y",-0.0723853413455715,-0.05
770,600,0.06,"random","sigma",1.61798744100289,1.7
771,600,0.06,"random","epsilon",0.200416564412364,0.1
771,600,0.06,"random","y",-0.0340241811932875,-0.05
771,600,0.06,"random","sigma",1.5871957955455,1.7
772,600,0.06,"random","epsilon",0.205552646527863,0.1
772,600,0.06,"random","y",-0.165126940315031,-0.05
772,600,0.06,"random","sigma",1.47256692028484,1.7
773,600,0.06,"random","epsilon",0.158762331530248,0.1
773,600,0.06,"random","y",-0.102401929698284,-0.05
773,600,0.06,"random","sigma",1.58028608996664,1.7
774,600,0.06,"random","epsilon",0.20404333023313,0.1
774,600,0.06,"random","y",-0.0855506292251505,-0.05
774,600,0.06,"random","sigma",1.43277827400116,1.7
775,600,0.06,"random","epsilon",0.137901444848849,0.1
775,600,0.06,"random","y",-0.0259147503461615,-0.05
775,600,0.06,"random","sigma",1.63881312619521,1.7
776,600,0.06,"random","epsilon",0.155747779845723,0.1
776,600,0.06,"random","y",-0.0751915751151515,-0.05
776,600,0.06,"random","sigma",1.57646599133145,1.7
777,600,0.06,"random","epsilon",0.179399894168522,0.1
777,600,0.06,"random","y",-0.108127133164582,-0.05
777,600,0.06,"random","sigma",1.57366353748961,1.7
778,600,0.06,"random","epsilon",0.218738919748799,0.1
778,600,0.06,"random","y",-0.230069932105192,-0.05
778,600,0.06,"random","sigma",1.39083895626136,1.7
779,600,0.06,"random","epsilon",0.168944819497734,0.1
779,600,0.06,"random","y",-0.0162036884443587,-0.05
779,600,0.06,"random","sigma",1.62466333522303,1.7
780,600,0.06,"random","epsilon",0.190638427343207,0.1
780,600,0.06,"random","y",-0.171758150470262,-0.05
780,600,0.06,"random","sigma",1.43128580711634,1.7
781,600,0.06,"random","epsilon",0.15261483862709,0.1
781,600,0.06,"random","y",-0.0392410153528295,-0.05
781,600,0.06,"random","sigma",1.71372009973265,1.7
782,600,0.06,"random","epsilon",0.204717264665567,0.1
782,600,0.06,"random","y",0.0299401161789403,-0.05
782,600,0.06,"random","sigma",1.44796928428297,1.7
783,600,0.06,"random","epsilon",0.187076777046653,0.1
783,600,0.06,"random","y",-0.214088511981681,-0.05
783,600,0.06,"random","sigma",1.3300458977531,1.7
784,600,0.06,"random","epsilon",0.185726582218738,0.1
784,600,0.06,"random","y",-0.202702907170232,-0.05
784,600,0.06,"random","sigma",1.29837864773215,1.7
785,600,0.06,"random","epsilon",0.159182364516405,0.1
785,600,0.06,"random","y",-0.110654182145312,-0.05
785,600,0.06,"random","sigma",1.46974841465435,1.7
786,600,0.06,"random","epsilon",0.15018895145201,0.1
786,600,0.06,"random","y",-0.0459550788847993,-0.05
786,600,0.06,"random","sigma",1.4004946094194,1.7
787,600,0.06,"random","epsilon",0.224179772183956,0.1
787,600,0.06,"random","y",0.0504207703298351,-0.05
787,600,0.06,"random","sigma",1.43444481625663,1.7
788,600,0.06,"random","epsilon",0.212783383643665,0.1
788,600,0.06,"random","y",-0.172692799334224,-0.05
788,600,0.06,"random","sigma",1.40747920050002,1.7
789,600,0.06,"random","epsilon",0.1955525725324,0.1
789,600,0.06,"random","y",0.0694480888889357,-0.05
789,600,0.06,"random","sigma",1.38694342482078,1.7
790,600,0.06,"random","epsilon",0.163883987487141,0.1
790,600,0.06,"random","y",-0.0408247866826243,-0.05
790,600,0.06,"random","sigma",1.5718203574462,1.7
791,600,0.06,"random","epsilon",0.218389656079406,0.1
791,600,0.06,"random","y",-0.0673223028619719,-0.05
791,600,0.06,"random","sigma",1.67518962350105,1.7
792,600,0.06,"random","epsilon",0.176982948827261,0.1
792,600,0.06,"random","y",-0.127850833654183,-0.05
792,600,0.06,"random","sigma",1.57281341866207,1.7
793,600,0.06,"random","epsilon",0.142703158243852,0.1
793,600,0.06,"random","y",-0.105533497093886,-0.05
793,600,0.06,"random","sigma",1.47628321018046,1.7
794,600,0.06,"random","epsilon",0.209119383590289,0.1
794,600,0.06,"random","y",-0.0367382389415742,-0.05
794,600,0.06,"random","sigma",1.48174407762633,1.7
795,600,0.06,"random","epsilon",0.221594502139422,0.1
795,600,0.06,"random","y",-0.130514478979079,-0.05
795,600,0.06,"random","sigma",1.39505138921414,1.7
796,600,0.06,"random","epsilon",0.192025289838979,0.1
796,600,0.06,"random","y",-0.0636586091254487,-0.05
796,600,0.06,"random","sigma",1.52822741365734,1.7
797,600,0.06,"random","epsilon",0.159349517254211,0.1
797,600,0.06,"random","y",-0.0730714155487963,-0.05
797,600,0.06,"random","sigma",1.57073852576895,1.7
798,600,0.06,"random","epsilon",0.182839470390305,0.1
798,600,0.06,"random","y",-0.00872517596187181,-0.05
798,600,0.06,"random","sigma",1.58342030522304,1.7
799,600,0.06,"random","epsilon",0.235816104797636,0.1
799,600,0.06,"random","y",0.0211355926174799,-0.05
799,600,0.06,"random","sigma",1.49837240168474,1.7
800,600,0.06,"random","epsilon",0.161299751844959,0.1
800,600,0.06,"random","y",-0.0511382468831291,-0.05
800,600,0.06,"random","sigma",1.61410704479943,1.7
801,600,0.06,"random","epsilon",0.211834216869348,0.1
801,600,0.06,"random","y",-0.0809313428282254,-0.05
801,600,0.06,"random","sigma",1.48867856574106,1.7
802,600,0.06,"random","epsilon",0.164876763804784,0.1
802,600,0.06,"random","y",-0.101274961674073,-0.05
802,600,0.06,"random","sigma",1.66959498852441,1.7
803,600,0.06,"random","epsilon",0.166859291616389,0.1
803,600,0.06,"random","y",-0.0311295123529413,-0.05
803,600,0.06,"random","sigma",1.47234068653778,1.7
804,600,0.06,"random","epsilon",0.192741209661918,0.1
804,600,0.06,"random","y",-0.129005201593441,-0.05
804,600,0.06,"random","sigma",1.53478727212996,1.7
805,600,0.06,"random","epsilon",0.185589773021069,0.1
805,600,0.06,"random","y",-0.0727261300031443,-0.05
805,600,0.06,"random","sigma",1.61615576316091,1.7
806,600,0.06,"random","epsilon",0.206784449339286,0.1
806,600,0.06,"random","y",-0.00866880482280143,-0.05
806,600,0.06,"random","sigma",1.46079399846515,1.7
807,600,0.06,"random","epsilon",0.153466149100959,0.1
807,600,0.06,"random","y",-0.0135105262784922,-0.05
807,600,0.06,"random","sigma",1.51575632316557,1.7
808,600,0.06,"random","epsilon",0.151826880166629,0.1
808,600,0.06,"random","y",-0.12026436544333,-0.05
808,600,0.06,"random","sigma",1.74326239826414,1.7
809,600,0.06,"random","epsilon",0.217976288643194,0.1
809,600,0.06,"random","y",0.0289734589293765,-0.05
809,600,0.06,"random","sigma",1.44424996643444,1.7
810,600,0.06,"random","epsilon",0.167046778744678,0.1
810,600,0.06,"random","y",-0.141447480247463,-0.05
810,600,0.06,"random","sigma",1.32075904334307,1.7
811,600,0.06,"random","epsilon",0.197623222551359,0.1
811,600,0.06,"random","y",-0.0165643210791647,-0.05
811,600,0.06,"random","sigma",1.52472421494943,1.7
812,600,0.06,"random","epsilon",0.190912476082699,0.1
812,600,0.06,"random","y",-0.0231437831991431,-0.05
812,600,0.06,"random","sigma",1.56155846959409,1.7
813,600,0.06,"random","epsilon",0.176299920323517,0.1
813,600,0.06,"random","y",0.123699120338346,-0.05
813,600,0.06,"random","sigma",1.42509056073909,1.7
814,600,0.06,"random","epsilon",0.183203775438234,0.1
814,600,0.06,"random","y",0.00042598801587127,-0.05
814,600,0.06,"random","sigma",1.5081168545457,1.7
815,600,0.06,"random","epsilon",0.225799423344417,0.1
815,600,0.06,"random","y",-0.0730845371625271,-0.05
815,600,0.06,"random","sigma",1.44570566464963,1.7
816,600,0.06,"random","epsilon",0.169477911403694,0.1
816,600,0.06,"random","y",-0.00768250176440101,-0.05
816,600,0.06,"random","sigma",1.63497911245592,1.7
817,600,0.06,"random","epsilon",0.163880909862392,0.1
817,600,0.06,"random","y",-0.0437690229777506,-0.05
817,600,0.06,"random","sigma",1.52212055385703,1.7
818,600,0.06,"random","epsilon",0.179422414610791,0.1
818,600,0.06,"random","y",0.00526175623690533,-0.05
818,600,0.06,"random","sigma",1.58423656940365,1.7
819,600,0.06,"random","epsilon",0.172379204612372,0.1
819,600,0.06,"random","y",-0.0362407419475283,-0.05
819,600,0.06,"random","sigma",1.44465850534789,1.7
820,600,0.06,"random","epsilon",0.103143869125137,0.1
820,600,0.06,"random","y",-0.249913255872088,-0.05
820,600,0.06,"random","sigma",1.31770232025818,1.7
821,600,0.06,"random","epsilon",0.179568489836687,0.1
821,600,0.06,"random","y",-0.121299187663498,-0.05
821,600,0.06,"random","sigma",1.68202860760058,1.7
822,600,0.06,"random","epsilon",0.16545607985866,0.1
822,600,0.06,"random","y",-0.0711314949163333,-0.05
822,600,0.06,"random","sigma",1.46268703304847,1.7
823,600,0.06,"random","epsilon",0.177731374489938,0.1
823,600,0.06,"random","y",-0.0237848400686175,-0.05
823,600,0.06,"random","sigma",1.46878355111549,1.7
824,600,0.06,"random","epsilon",0.253598974289191,0.1
824,600,0.06,"random","y",-0.143139367019351,-0.05
824,600,0.06,"random","sigma",1.33545097241335,1.7
825,600,0.06,"random","epsilon",0.185163043151678,0.1
825,600,0.06,"random","y",-0.0567617807018547,-0.05
825,600,0.06,"random","sigma",1.70849094922063,1.7
826,600,0.06,"random","epsilon",0.190380630774493,0.1
826,600,0.06,"random","y",-0.144267053315395,-0.05
826,600,0.06,"random","sigma",1.38628456692604,1.7
827,600,0.06,"random","epsilon",0.198301061073225,0.1
827,600,0.06,"random","y",-0.0953821795118406,-0.05
827,600,0.06,"random","sigma",1.56651548395851,1.7
828,600,0.06,"random","epsilon",0.170940613973799,0.1
828,600,0.06,"random","y",-0.065659804932797,-0.05
828,600,0.06,"random","sigma",1.64493720851886,1.7
829,600,0.06,"random","epsilon",0.23685388270364,0.1
829,600,0.06,"random","y",-0.0568415203899686,-0.05
829,600,0.06,"random","sigma",1.34621033068283,1.7
830,600,0.06,"random","epsilon",0.179191912839221,0.1
830,600,0.06,"random","y",-0.116587965851251,-0.05
830,600,0.06,"random","sigma",1.63952267624572,1.7
831,600,0.06,"random","epsilon",0.213587869657686,0.1
831,600,0.06,"random","y",-0.0496283054303041,-0.05
831,600,0.06,"random","sigma",1.5700230969976,1.7
832,600,0.06,"random","epsilon",0.180770775145921,0.1
832,600,0.06,"random","y",-0.108682663151842,-0.05
832,600,0.06,"random","sigma",1.37021885434121,1.7
833,600,0.06,"random","epsilon",0.173463592194874,0.1
833,600,0.06,"random","y",0.145564231129705,-0.05
833,600,0.06,"random","sigma",1.37429125513021,1.7
834,600,0.06,"random","epsilon",0.185742272619826,0.1
834,600,0.06,"random","y",-0.0701135799589463,-0.05
834,600,0.06,"random","sigma",1.61398759338426,1.7
835,600,0.06,"random","epsilon",0.181368002533161,0.1
835,600,0.06,"random","y",-0.0373284986534436,-0.05
835,600,0.06,"random","sigma",1.53803348624661,1.7
836,600,0.06,"random","epsilon",0.173595720442567,0.1
836,600,0.06,"random","y",-0.073195063380226,-0.05
836,600,0.06,"random","sigma",1.57914280838415,1.7
837,600,0.06,"random","epsilon",0.16344717340856,0.1
837,600,0.06,"random","y",-0.0351032837250667,-0.05
837,600,0.06,"random","sigma",1.78876420012668,1.7
838,600,0.06,"random","epsilon",0.142167205533052,0.1
838,600,0.06,"random","y",-0.163336019223006,-0.05
838,600,0.06,"random","sigma",1.39536589233948,1.7
839,600,0.06,"random","epsilon",0.221393486538664,0.1
839,600,0.06,"random","y",-0.199980350676405,-0.05
839,600,0.06,"random","sigma",1.34469410956072,1.7
840,600,0.06,"random","epsilon",0.13367987865599,0.1
840,600,0.06,"random","y",-0.0540759708990364,-0.05
840,600,0.06,"random","sigma",1.52265384923548,1.7
841,600,0.06,"random","epsilon",0.151827845108273,0.1
841,600,0.06,"random","y",-0.105808988512256,-0.05
841,600,0.06,"random","sigma",1.61131664143863,1.7
842,600,0.06,"random","epsilon",0.15815314871913,0.1
842,600,0.06,"random","y",-0.0147770933311295,-0.05
842,600,0.06,"random","sigma",1.45351552284186,1.7
843,600,0.06,"random","epsilon",0.174263052197898,0.1
843,600,0.06,"random","y",-0.0297521050066666,-0.05
843,600,0.06,"random","sigma",1.51153108938434,1.7
844,600,0.06,"random","epsilon",0.172906303382195,0.1
844,600,0.06,"random","y",-0.0986672641339637,-0.05
844,600,0.06,"random","sigma",1.66628552377986,1.7
845,600,0.06,"random","epsilon",0.146842229220251,0.1
845,600,0.06,"random","y",0.0118732455367168,-0.05
845,600,0.06,"random","sigma",1.59397205340488,1.7
846,600,0.06,"random","epsilon",0.194974211131632,0.1
846,600,0.06,"random","y",-0.177590527773857,-0.05
846,600,0.06,"random","sigma",1.35257652399972,1.7
847,600,0.06,"random","epsilon",0.17229472840118,0.1
847,600,0.06,"random","y",-0.0261427437001275,-0.05
847,600,0.06,"random","sigma",1.58724049025622,1.7
848,600,0.06,"random","epsilon",0.228988793032113,0.1
848,600,0.06,"random","y",-0.0461042333596239,-0.05
848,600,0.06,"random","sigma",1.45057447295136,1.7
849,600,0.06,"random","epsilon",0.202843488531121,0.1
849,600,0.06,"random","y",-0.10747853549122,-0.05
849,600,0.06,"random","sigma",1.3907183399993,1.7
850,600,0.06,"random","epsilon",0.163953986225637,0.1
850,600,0.06,"random","y",-0.0305028713558728,-0.05
850,600,0.06,"random","sigma",1.54731646116149,1.7
851,600,0.06,"random","epsilon",0.191521322870382,0.1
851,600,0.06,"random","y",-0.123454106952558,-0.05
851,600,0.06,"random","sigma",1.39169207903216,1.7
852,600,0.06,"random","epsilon",0.185373801745706,0.1
852,600,0.06,"random","y",-0.109200446846881,-0.05
852,600,0.06,"random","sigma",1.61216431025089,1.7
853,600,0.06,"random","epsilon",0.146954387427618,0.1
853,600,0.06,"random","y",-0.0371948686099796,-0.05
853,600,0.06,"random","sigma",1.70481278705419,1.7
854,600,0.06,"random","epsilon",0.170907858010661,0.1
854,600,0.06,"random","y",-0.146770143882037,-0.05
854,600,0.06,"random","sigma",1.59171909913557,1.7
855,600,0.06,"random","epsilon",0.193695169237624,0.1
855,600,0.06,"random","y",-0.0538562521304027,-0.05
855,600,0.06,"random","sigma",1.40078026714042,1.7
856,600,0.06,"random","epsilon",0.149475106377335,0.1
856,600,0.06,"random","y",-0.093662349926978,-0.05
856,600,0.06,"random","sigma",1.59608869597166,1.7
857,600,0.06,"random","epsilon",0.158282533693693,0.1
857,600,0.06,"random","y",-0.00916021406604279,-0.05
857,600,0.06,"random","sigma",1.48399736367276,1.7
858,600,0.06,"random","epsilon",0.136401397944877,0.1
858,600,0.06,"random","y",-0.0715635096801264,-0.05
858,600,0.06,"random","sigma",1.59411649524647,1.7
859,600,0.06,"random","epsilon",0.19593821788563,0.1
859,600,0.06,"random","y",-0.0634608871065583,-0.05
859,600,0.06,"random","sigma",1.35124610974138,1.7
860,600,0.06,"random","epsilon",0.190065534458562,0.1
860,600,0.06,"random","y",-0.0861450691772282,-0.05
860,600,0.06,"random","sigma",1.32268100287005,1.7
861,600,0.06,"random","epsilon",0.191607670243994,0.1
861,600,0.06,"random","y",-0.0564076774650416,-0.05
861,600,0.06,"random","sigma",1.61781322285142,1.7
862,600,0.06,"random","epsilon",0.138204077743436,0.1
862,600,0.06,"random","y",-0.0549211842672021,-0.05
862,600,0.06,"random","sigma",1.45664989116011,1.7
863,600,0.06,"random","epsilon",0.151936669346763,0.1
863,600,0.06,"random","y",-0.106959896438273,-0.05
863,600,0.06,"random","sigma",1.42461608954202,1.7
864,600,0.06,"random","epsilon",0.176556330194544,0.1
864,600,0.06,"random","y",-0.0628426235696614,-0.05
864,600,0.06,"random","sigma",1.40455964204062,1.7
865,600,0.06,"random","epsilon",0.18574724455475,0.1
865,600,0.06,"random","y",-0.0481812818037679,-0.05
865,600,0.06,"random","sigma",1.51707060036995,1.7
866,600,0.06,"random","epsilon",0.168846713575282,0.1
866,600,0.06,"random","y",-0.000181681590342262,-0.05
866,600,0.06,"random","sigma",1.63398524235987,1.7
867,600,0.06,"random","epsilon",0.156747383727503,0.1
867,600,0.06,"random","y",-0.0678040862098839,-0.05
867,600,0.06,"random","sigma",1.51921839390691,1.7
868,600,0.06,"random","epsilon",0.15273744233063,0.1
868,600,0.06,"random","y",-0.107504494154263,-0.05
868,600,0.06,"random","sigma",1.49773064911607,1.7
869,600,0.06,"random","epsilon",0.173188210834452,0.1
869,600,0.06,"random","y",-0.0423904592007514,-0.05
869,600,0.06,"random","sigma",1.68278985720482,1.7
870,600,0.06,"random","epsilon",0.283077772030047,0.1
870,600,0.06,"random","y",-0.0551525831802859,-0.05
870,600,0.06,"random","sigma",1.40533541715425,1.7
871,600,0.06,"random","epsilon",0.193593454613727,0.1
871,600,0.06,"random","y",-0.00589791520750139,-0.05
871,600,0.06,"random","sigma",1.58032460223266,1.7
872,600,0.06,"random","epsilon",0.181043576020364,0.1
872,600,0.06,"random","y",-0.0163379464620821,-0.05
872,600,0.06,"random","sigma",1.45926508731585,1.7
873,600,0.06,"random","epsilon",0.137596522639001,0.1
873,600,0.06,"random","y",-0.0481571136809125,-0.05
873,600,0.06,"random","sigma",1.42400915457054,1.7
874,600,0.06,"random","epsilon",0.169167870996929,0.1
874,600,0.06,"random","y",-0.106570493663984,-0.05
874,600,0.06,"random","sigma",1.51972438030356,1.7
875,600,0.06,"random","epsilon",0.194684908378489,0.1
875,600,0.06,"random","y",-0.070546972514409,-0.05
875,600,0.06,"random","sigma",1.63995886197342,1.7
876,600,0.06,"random","epsilon",0.148345530195654,0.1
876,600,0.06,"random","y",-0.0775013438842022,-0.05
876,600,0.06,"random","sigma",1.54344223852359,1.7
877,600,0.06,"random","epsilon",0.185669527975509,0.1
877,600,0.06,"random","y",-0.117460795780762,-0.05
877,600,0.06,"random","sigma",1.70287382031749,1.7
878,600,0.06,"random","epsilon",0.163496641286372,0.1
878,600,0.06,"random","y",-0.0322480306294092,-0.05
878,600,0.06,"random","sigma",1.60028559691778,1.7
879,600,0.06,"random","epsilon",0.163087532635448,0.1
879,600,0.06,"random","y",-0.0443101614405754,-0.05
879,600,0.06,"random","sigma",1.67697295428383,1.7
880,600,0.06,"random","epsilon",0.170629226987791,0.1
880,600,0.06,"random","y",-0.101430402792907,-0.05
880,600,0.06,"random","sigma",1.66367341001847,1.7
881,600,0.06,"random","epsilon",0.165968061778713,0.1
881,600,0.06,"random","y",-0.0807619646878114,-0.05
881,600,0.06,"random","sigma",1.66494656600468,1.7
882,600,0.06,"random","epsilon",0.150097830043005,0.1
882,600,0.06,"random","y",-0.141981721903285,-0.05
882,600,0.06,"random","sigma",1.56240896481219,1.7
883,600,0.06,"random","epsilon",0.18140592654779,0.1
883,600,0.06,"random","y",-0.102857185712463,-0.05
883,600,0.06,"random","sigma",1.6124840079229,1.7
884,600,0.06,"random","epsilon",0.180570475899979,0.1
884,600,0.06,"random","y",-0.147490595467895,-0.05
884,600,0.06,"random","sigma",1.3317210558462,1.7
885,600,0.06,"random","epsilon",0.195041895119639,0.1
885,600,0.06,"random","y",-0.0684700092768215,-0.05
885,600,0.06,"random","sigma",1.47372772182726,1.7
886,600,0.06,"random","epsilon",0.185846275378292,0.1
886,600,0.06,"random","y",-0.0356367033731758,-0.05
886,600,0.06,"random","sigma",1.6567700845705,1.7
887,600,0.06,"random","epsilon",0.168411633610094,0.1
887,600,0.06,"random","y",-0.000239462425000227,-0.05
887,600,0.06,"random","sigma",1.63250999434504,1.7
888,600,0.06,"random","epsilon",0.156317842332548,0.1
888,600,0.06,"random","y",-0.0765228500403705,-0.05
888,600,0.06,"random","sigma",1.40377460771724,1.7
889,600,0.06,"random","epsilon",0.162705938435006,0.1
889,600,0.06,"random","y",-0.0105359912863957,-0.05
889,600,0.06,"random","sigma",1.61009890462295,1.7
890,600,0.06,"random","epsilon",0.198621718803363,0.1
890,600,0.06,"random","y",-0.0787308544144582,-0.05
890,600,0.06,"random","sigma",1.57872076295232,1.7
891,600,0.06,"random","epsilon",0.201492993889924,0.1
891,600,0.06,"random","y",-0.124523652482937,-0.05
891,600,0.06,"random","sigma",1.40135847965625,1.7
892,600,0.06,"random","epsilon",0.170484190832766,0.1
892,600,0.06,"random","y",-0.081330220738023,-0.05
892,600,0.06,"random","sigma",1.50119613905292,1.7
893,600,0.06,"random","epsilon",0.143984236674453,0.1
893,600,0.06,"random","y",-0.0273077239741075,-0.05
893,600,0.06,"random","sigma",1.50418554188782,1.7
894,600,0.06,"random","epsilon",0.194386272650305,0.1
894,600,0.06,"random","y",-0.139536794906022,-0.05
894,600,0.06,"random","sigma",1.37459638509419,1.7
895,600,0.06,"random","epsilon",0.169598386492609,0.1
895,600,0.06,"random","y",-0.0278661785987618,-0.05
895,600,0.06,"random","sigma",1.54944417998071,1.7
896,600,0.06,"random","epsilon",0.156545038878318,0.1
896,600,0.06,"random","y",-0.0432622786807243,-0.05
896,600,0.06,"random","sigma",1.49065778700912,1.7
897,600,0.06,"random","epsilon",0.238164766211268,0.1
897,600,0.06,"random","y",-0.161830675835234,-0.05
897,600,0.06,"random","sigma",1.33769095725886,1.7
898,600,0.06,"random","epsilon",0.194698009348439,0.1
898,600,0.06,"random","y",-0.192619249760576,-0.05
898,600,0.06,"random","sigma",1.67598847610598,1.7
899,600,0.06,"random","epsilon",0.192172981627444,0.1
899,600,0.06,"random","y",-0.0742569496477126,-0.05
899,600,0.06,"random","sigma",1.60829407544259,1.7
900,600,0.06,"random","epsilon",0.203595301054914,0.1
900,600,0.06,"random","y",-0.00387300643365446,-0.05
900,600,0.06,"random","sigma",1.50575439968245,1.7
901,600,0.06,"random","epsilon",0.156887742800998,0.1
901,600,0.06,"random","y",-0.0535679000608818,-0.05
901,600,0.06,"random","sigma",1.67186232053596,1.7
902,600,0.06,"random","epsilon",0.173121105810429,0.1
902,600,0.06,"random","y",-0.0195904191547462,-0.05
902,600,0.06,"random","sigma",1.57194079517043,1.7
903,600,0.06,"random","epsilon",0.184740881518969,0.1
903,600,0.06,"random","y",-0.0508789066935476,-0.05
903,600,0.06,"random","sigma",1.40588579729168,1.7
904,600,0.06,"random","epsilon",0.149831054935888,0.1
904,600,0.06,"random","y",-0.0109804286614014,-0.05
904,600,0.06,"random","sigma",1.57463901299955,1.7
905,600,0.06,"random","epsilon",0.183160972444444,0.1
905,600,0.06,"random","y",-0.0831759745132162,-0.05
905,600,0.06,"random","sigma",1.61797811381333,1.7
906,600,0.06,"random","epsilon",0.194693686884372,0.1
906,600,0.06,"random","y",-0.122703416684767,-0.05
906,600,0.06,"random","sigma",1.51725028395162,1.7
907,600,0.06,"random","epsilon",0.199775301684169,0.1
907,600,0.06,"random","y",-0.0781573929134087,-0.05
907,600,0.06,"random","sigma",1.56106380281523,1.7
908,600,0.06,"random","epsilon",0.175923860030644,0.1
908,600,0.06,"random","y",-0.0912782584125469,-0.05
908,600,0.06,"random","sigma",1.7052145799421,1.7
909,600,0.06,"random","epsilon",0.165279784097249,0.1
909,600,0.06,"random","y",-0.0636915680588307,-0.05
909,600,0.06,"random","sigma",1.52042874817559,1.7
910,600,0.06,"random","epsilon",0.188742787736632,0.1
910,600,0.06,"random","y",-0.311460677596352,-0.05
910,600,0.06,"random","sigma",1.3384574473198,1.7
911,600,0.06,"random","epsilon",0.198106887802471,0.1
911,600,0.06,"random","y",0.00501131506589209,-0.05
911,600,0.06,"random","sigma",1.47002277722739,1.7
912,600,0.06,"random","epsilon",0.163160902980827,0.1
912,600,0.06,"random","y",-0.00500138871512279,-0.05
912,600,0.06,"random","sigma",1.74941618410762,1.7
913,600,0.06,"random","epsilon",0.197793285606997,0.1
913,600,0.06,"random","y",-0.128026950291831,-0.05
913,600,0.06,"random","sigma",1.32373817268172,1.7
914,600,0.06,"random","epsilon",0.19356667426492,0.1
914,600,0.06,"random","y",0.0104128494898314,-0.05
914,600,0.06,"random","sigma",1.52045066210068,1.7
915,600,0.06,"random","epsilon",0.185094267634517,0.1
915,600,0.06,"random","y",-0.0832784735665307,-0.05
915,600,0.06,"random","sigma",1.55581545911679,1.7
916,600,0.06,"random","epsilon",0.205334919452543,0.1
916,600,0.06,"random","y",-0.0691693156791413,-0.05
916,600,0.06,"random","sigma",1.46217516202001,1.7
917,600,0.06,"random","epsilon",0.182445590069847,0.1
917,600,0.06,"random","y",-0.0597073497853528,-0.05
917,600,0.06,"random","sigma",1.258641621461,1.7
918,600,0.06,"random","epsilon",0.137392462284097,0.1
918,600,0.06,"random","y",-0.0539484686866143,-0.05
918,600,0.06,"random","sigma",1.67905849700752,1.7
919,600,0.06,"random","epsilon",0.184861158718854,0.1
919,600,0.06,"random","y",-0.0663416802162865,-0.05
919,600,0.06,"random","sigma",1.60866767484744,1.7
920,600,0.06,"random","epsilon",0.235300387074954,0.1
920,600,0.06,"random","y",-0.219643570396512,-0.05
920,600,0.06,"random","sigma",1.28650409339584,1.7
921,600,0.06,"random","epsilon",0.201097628317191,0.1
921,600,0.06,"random","y",-0.0971842033006468,-0.05
921,600,0.06,"random","sigma",1.47140161529334,1.7
922,600,0.06,"random","epsilon",0.167103743931547,0.1
922,600,0.06,"random","y",-0.0730095369943405,-0.05
922,600,0.06,"random","sigma",1.65653537276291,1.7
923,600,0.06,"random","epsilon",0.151454302645387,0.1
923,600,0.06,"random","y",0.0100072820344263,-0.05
923,600,0.06,"random","sigma",1.56980189515236,1.7
924,600,0.06,"random","epsilon",0.239540045175989,0.1
924,600,0.06,"random","y",-0.19074775881037,-0.05
924,600,0.06,"random","sigma",1.36162937571706,1.7
925,600,0.06,"random","epsilon",0.182980273622891,0.1
925,600,0.06,"random","y",-0.0183378154844201,-0.05
925,600,0.06,"random","sigma",1.51651761740097,1.7
926,600,0.06,"random","epsilon",0.185263562087331,0.1
926,600,0.06,"random","y",-0.0336924911745782,-0.05
926,600,0.06,"random","sigma",1.46505580623519,1.7
927,600,0.06,"random","epsilon",0.195243465685206,0.1
927,600,0.06,"random","y",0.0110148767514157,-0.05
927,600,0.06,"random","sigma",1.50644692816366,1.7
928,600,0.06,"random","epsilon",0.206525851659017,0.1
928,600,0.06,"random","y",-0.0121089728435643,-0.05
928,600,0.06,"random","sigma",1.43612167458141,1.7
929,600,0.06,"random","epsilon",0.181107421363077,0.1
929,600,0.06,"random","y",0.0339647657185416,-0.05
929,600,0.06,"random","sigma",1.65567869797228,1.7
930,600,0.06,"random","epsilon",0.172319348735115,0.1
930,600,0.06,"random","y",-0.0959253151277911,-0.05
930,600,0.06,"random","sigma",1.52973760111286,1.7
931,600,0.06,"random","epsilon",0.165469942926482,0.1
931,600,0.06,"random","y",-0.153281769415882,-0.05
931,600,0.06,"random","sigma",1.4921278705107,1.7
932,600,0.06,"random","epsilon",0.163725770689828,0.1
932,600,0.06,"random","y",-0.0107282714615274,-0.05
932,600,0.06,"random","sigma",1.71026474019953,1.7
933,600,0.06,"random","epsilon",0.166139569676562,0.1
933,600,0.06,"random","y",0.0451045879766023,-0.05
933,600,0.06,"random","sigma",1.7177828596274,1.7
934,600,0.06,"random","epsilon",0.194677641147766,0.1
934,600,0.06,"random","y",-0.111769354239105,-0.05
934,600,0.06,"random","sigma",1.4818718528906,1.7
935,600,0.06,"random","epsilon",0.156859235167366,0.1
935,600,0.06,"random","y",-0.0698984374078669,-0.05
935,600,0.06,"random","sigma",1.59010433764303,1.7
936,600,0.06,"random","epsilon",0.171434290022974,0.1
936,600,0.06,"random","y",-0.0589208713170568,-0.05
936,600,0.06,"random","sigma",1.71017345640198,1.7
937,600,0.06,"random","epsilon",0.174346579346806,0.1
937,600,0.06,"random","y",-0.0631276246131867,-0.05
937,600,0.06,"random","sigma",1.61399068881466,1.7
938,600,0.06,"random","epsilon",0.235755200106305,0.1
938,600,0.06,"random","y",-0.174376659165322,-0.05
